Source.Name	audio	count_fixation	pos1	pos2	pos3	pos4	subject_nr
subject-1104.csv	1_E_hinnikt_dier.wav	15	dog.jpg	horse.jpg	skateboard.jpg	truck.jpg	1104
subject-1104.csv	45_L_toetsen_draagbaar.wav	16	king.jpg	accordion.jpg	cloud.jpg	piano.jpg	1104
subject-1104.csv	13_E_staart_sprookjes.wav	17	queen.jpg	dragon.jpg	fork.jpg	dime.jpg	1104
subject-1104.csv	11_E_spijkerbroek_sluiten.wav	18	cactus.jpg	hoe.jpg	door.jpg	zipper.jpg	1104
subject-1104.csv	18_E_wielen_verkeer.wav	19	whip.jpg	motorcycle.jpg	butterfly.jpg	stoplight.jpg	1104
subject-1104.csv	7_E_slurf_dierentuin.wav	20	couch.jpg	unicycle.jpg	monkey.jpg	elephant.jpg	1104
subject-1104.csv	55_L_wielen_baby.wav	21	hair.jpg	wheelchair.jpg	stroller.jpg	windmill.jpg	1104
subject-1104.csv	47_L_post_afzender.wav	22	letter.jpg	wateringcan.jpg	mailbox.jpg	skis.jpg	1104
subject-1104.csv	44_L_zitten_eenpersoon.wav	23	porcupine.jpg	bench.jpg	chair.jpg	anchor.jpg	1104
subject-1104.csv	36_L_huisdier_kwispelen.wav	24	cat.jpg	dog.jpg	jacket.jpg	sun.jpg	1104
subject-1104.csv	17_E_piept_knaagdier.wav	25	bottle.jpg	beaver.jpg	mouse.jpg	rug.jpg	1104
subject-1104.csv	33_L_wind_touw.wav	26	kite.jpg	fan.jpg	crown.jpg	lawnmower.jpg	1104
subject-1104.csv	53_L_Sinterklaas_eten.wav	27	wheel.jpg	carrot.jpg	teepee.jpg	shoe.jpg	1104
subject-1104.csv	34_L_zee_kieuwen.wav	28	ghost.jpg	skirt.jpg	submarine.jpg	shark.jpg	1104
subject-1104.csv	16_E_deurtje_vangen.wav	29	cage.jpg	sun.jpg	mousetrap.jpg	top.jpg	1104
subject-1104.csv	54_L_zintuig_voorkant.wav	30	ear.jpg	strawberry.jpg	whip.jpg	nose.jpg	1104
subject-1104.csv	40_L_koken_kookpitten.wav	31	pan.jpg	stove.jpg	unicorn.jpg	toe.jpg	1104
subject-1104.csv	3_E_boom_eten.wav	32	wheelbarrow.jpg	scissors.jpg	egg.jpg	apple.jpg	1104
subject-1104.csv	20_E_vlees_strepen.wav	33	tiger.jpg	brush.jpg	zebra.jpg	tv.jpg	1104
subject-1104.csv	52_L_schrijver_toetsen.wav	34	ashtray.jpg	pen.jpg	typewriter.jpg	tape.jpg	1104
subject-1104.csv	51_L_schoonmaken_water.wav	35	washingmachine.jpg	lobster.jpg	vacuum.jpg	pumpkin.jpg	1104
subject-1104.csv	12_E_tweepersonen_speeltuin.wav	36	cow.jpg	palmtree.jpg	seesaw.jpg	swing.jpg	1104
subject-1104.csv	24_E_haak_vissen.wav	37	fishingpole.jpg	genie.jpg	net.jpg	rabbit.jpg	1104
subject-1104.csv	19_E_uitgestorven_reptiel.wav	38	alligator.jpg	box.jpg	knife.jpg	dinosaur.jpg	1104
subject-1104.csv	8_E_kraters_ruimte.wav	39	lion.jpg	table.jpg	moon.jpg	rocket.jpg	1104
subject-1104.csv	46_L_vergroten_astronomie.wav	40	microscope.jpg	basket.jpg	crab.jpg	telescope.jpg	1104
subject-1104.csv	28_E_draagbaar_schieten.wav	41	gun.jpg	organ.jpg	cannon.jpg	waiter.jpg	1104
subject-1104.csv	56_L_fruit_krom.wav	42	nurse.jpg	banana.jpg	lipstick.jpg	pineapple.jpg	1104
subject-1104.csv	29_L_glas_montuur.wav	43	tank1.jpg	microphone.jpg	window.jpg	glasses.jpg	1104
subject-1104.csv	37_L_trouwerij_levenloos.wav	44	ring.jpg	bride.jpg	turkey.jpg	cactus.jpg	1104
subject-1104.csv	4_E_conducteurs_vervoer.wav	45	butter.jpg	cast.jpg	train.jpg	car.jpg	1104
